task,seed,candidate_id,family,lambda,selected_groups,selected_features,cost,n_groups,n_features,train_objective,stationarity,converged,iterations,warmup_iterations,val_bce,val_auroc,val_ap,method,alpha,validation_objective,test_bce,test_auroc,test_ap
linear_control,51968,mlp_cost_weighted_5,mlp_cost_weighted,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.48903951426648523,0.0024717067359373754,False,1500,1500,0.4217329885154913,0.8933882287540824,0.8896119121289064,mlp_cost_weighted,0.0005,0.4367329885154913,0.4369200846115735,0.8805581136730899,0.8924202976372736
linear_control,51968,mlp_cost_weighted_5,mlp_cost_weighted,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.48903951426648523,0.0024717067359373754,False,1500,1500,0.4217329885154913,0.8933882287540824,0.8896119121289064,mlp_cost_weighted,0.001,0.45173298851549126,0.4369200846115735,0.8805581136730899,0.8924202976372736
linear_control,51968,mlp_cost_weighted_5,mlp_cost_weighted,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.48903951426648523,0.0024717067359373754,False,1500,1500,0.4217329885154913,0.8933882287540824,0.8896119121289064,mlp_cost_weighted,0.003,0.5117329885154913,0.4369200846115735,0.8805581136730899,0.8924202976372736
linear_control,51968,mlp_free,mlp_free,0,[],"[0, 1]",0.0,0,2,0.6920149738544399,9.959465414516364e-05,True,1094,0,0.6940238867156141,0.5044645959280106,0.5180948636039087,mlp_cost_weighted,0.01,0.6940238867156141,0.694872358065756,0.5014856388246945,0.5300646546690557
linear_control,51968,logistic_cost_weighted_2,logistic_cost_weighted,0.003,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",355.0,6,20,,,,,0,0.419534660898409,0.8936140643457716,0.8889089964545919,logistic_cost_weighted,0.0,0.419534660898409,0.4308431599481302,0.8824520859759171,0.8940609357279783
linear_control,51968,logistic_cost_weighted_4,logistic_cost_weighted,0.03,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,,,,,0,0.42550487043716406,0.8953860051421028,0.8910397415417499,logistic_cost_weighted,0.0005,0.4405048704371641,0.43787309131604935,0.8839116609615819,0.8943389452239588
linear_control,51968,logistic_cost_weighted_4,logistic_cost_weighted,0.03,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,,,,,0,0.42550487043716406,0.8953860051421028,0.8910397415417499,logistic_cost_weighted,0.001,0.45550487043716403,0.43787309131604935,0.8839116609615819,0.8943389452239588
linear_control,51968,logistic_cost_weighted_4,logistic_cost_weighted,0.03,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,,,,,0,0.42550487043716406,0.8953860051421028,0.8910397415417499,logistic_cost_weighted,0.003,0.5155048704371641,0.43787309131604935,0.8839116609615819,0.8943389452239588
linear_control,51968,logistic_free,logistic_free,0,[],"[0, 1]",0.0,0,2,,,,,0,0.6937663200908901,0.4888993120700438,0.5184353312367312,logistic_cost_weighted,0.01,0.6937663200908901,0.6928836083272785,0.5144480547688137,0.5360331047330954
linear_control,51968,mlp_all,mlp_all,0,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",355.0,6,20,0.16923605624272245,0.0014716034749998853,False,1500,0,0.9954167323188238,0.7843443819053575,0.8021932292997467,mlp_all,,,0.9607426635852564,0.7732619763340342,0.7798772194371312
linear_control,51968,mlp_free,mlp_free,0,[],"[0, 1]",0.0,0,2,0.6920149738544399,9.959465414516364e-05,True,1094,0,0.6940238867156141,0.5044645959280106,0.5180948636039087,mlp_free,,,0.694872358065756,0.5014856388246945,0.5300646546690557
linear_control,51968,logistic_all,logistic_all,0,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",355.0,6,20,,,,,0,0.4204045765141947,0.8923632826071851,0.8881694869756626,logistic_all,,,0.43422133908298266,0.8790811627947386,0.8912036291771417
linear_control,51968,logistic_free,logistic_free,0,[],"[0, 1]",0.0,0,2,,,,,0,0.6937663200908901,0.4888993120700438,0.5184353312367312,logistic_free,,,0.6928836083272785,0.5144480547688137,0.5360331047330954
nonlinear_interaction,51968,mlp_uniform_4,mlp_uniform,0.03,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",355.0,6,20,0.5854099739063924,0.0061020842887653335,False,1500,1500,0.4652700368301035,0.8517952635599694,0.8662961399126295,mlp_uniform,0.0,0.4652700368301035,0.46420873552763003,0.8580530911995,0.8640525860110096
nonlinear_interaction,51968,mlp_uniform_5,mlp_uniform,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.7635515713692911,0.00545753022411332,False,1500,1500,0.5462056969121047,0.8360476421973748,0.8487623620790137,mlp_uniform,0.0005,0.5612056969121048,0.5554944129386125,0.8241809753641556,0.8294517418773553
nonlinear_interaction,51968,mlp_uniform_5,mlp_uniform,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.7635515713692911,0.00545753022411332,False,1500,1500,0.5462056969121047,0.8360476421973748,0.8487623620790137,mlp_uniform,0.001,0.5762056969121048,0.5554944129386125,0.8241809753641556,0.8294517418773553
nonlinear_interaction,51968,mlp_uniform_5,mlp_uniform,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.7635515713692911,0.00545753022411332,False,1500,1500,0.5462056969121047,0.8360476421973748,0.8487623620790137,mlp_uniform,0.003,0.6362056969121047,0.5554944129386125,0.8241809753641556,0.8294517418773553
nonlinear_interaction,51968,mlp_free,mlp_free,0,[],"[0, 1]",0.0,0,2,0.6895458643583353,0.00025920404656737986,False,1500,0,0.7069645584252071,0.4394749635391347,0.4665433414865983,mlp_uniform,0.01,0.7069645584252071,0.7065230321666943,0.455250959218042,0.47733655201453956
nonlinear_interaction,51968,mlp_cost_weighted_5,mlp_cost_weighted,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.5805966650975449,0.004034948782001659,False,1500,1500,0.470682708821602,0.84894784360025,0.8627098344082079,mlp_cost_weighted,0.0,0.470682708821602,0.46625253986532156,0.8618031563047969,0.8664929127850767
nonlinear_interaction,51968,mlp_cost_weighted_5,mlp_cost_weighted,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.5805966650975449,0.004034948782001659,False,1500,1500,0.470682708821602,0.84894784360025,0.8627098344082079,mlp_cost_weighted,0.0005,0.485682708821602,0.46625253986532156,0.8618031563047969,0.8664929127850767
nonlinear_interaction,51968,mlp_cost_weighted_5,mlp_cost_weighted,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.5805966650975449,0.004034948782001659,False,1500,1500,0.470682708821602,0.84894784360025,0.8627098344082079,mlp_cost_weighted,0.001,0.500682708821602,0.46625253986532156,0.8618031563047969,0.8664929127850767
nonlinear_interaction,51968,mlp_cost_weighted_5,mlp_cost_weighted,0.1,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",30.0,2,8,0.5805966650975449,0.004034948782001659,False,1500,1500,0.470682708821602,0.84894784360025,0.8627098344082079,mlp_cost_weighted,0.003,0.560682708821602,0.46625253986532156,0.8618031563047969,0.8664929127850767
nonlinear_interaction,51968,mlp_free,mlp_free,0,[],"[0, 1]",0.0,0,2,0.6895458643583353,0.00025920404656737986,False,1500,0,0.7069645584252071,0.4394749635391347,0.4665433414865983,mlp_cost_weighted,0.01,0.7069645584252071,0.7065230321666943,0.455250959218042,0.47733655201453956
nonlinear_interaction,51968,logistic_free,logistic_free,0,[],"[0, 1]",0.0,0,2,,,,,0,0.6938642498037915,0.5041669560386137,0.49434780544045054,logistic_cost_weighted,0.0,0.6938642498037915,0.6973251811267827,0.4703033038768034,0.47632776170685476
nonlinear_interaction,51968,logistic_free,logistic_free,0,[],"[0, 1]",0.0,0,2,,,,,0,0.6938642498037915,0.5041669560386137,0.49434780544045054,logistic_cost_weighted,0.0005,0.6938642498037915,0.6973251811267827,0.4703033038768034,0.47632776170685476
nonlinear_interaction,51968,logistic_free,logistic_free,0,[],"[0, 1]",0.0,0,2,,,,,0,0.6938642498037915,0.5041669560386137,0.49434780544045054,logistic_cost_weighted,0.001,0.6938642498037915,0.6973251811267827,0.4703033038768034,0.47632776170685476
nonlinear_interaction,51968,logistic_free,logistic_free,0,[],"[0, 1]",0.0,0,2,,,,,0,0.6938642498037915,0.5041669560386137,0.49434780544045054,logistic_cost_weighted,0.003,0.6938642498037915,0.6973251811267827,0.4703033038768034,0.47632776170685476
nonlinear_interaction,51968,logistic_free,logistic_free,0,[],"[0, 1]",0.0,0,2,,,,,0,0.6938642498037915,0.5041669560386137,0.49434780544045054,logistic_cost_weighted,0.01,0.6938642498037915,0.6973251811267827,0.4703033038768034,0.47632776170685476
nonlinear_interaction,51968,mlp_all,mlp_all,0,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",355.0,6,20,0.21630657339988793,0.0014874269296996918,False,1500,0,1.0538599477630635,0.722654350996597,0.7288638267272521,mlp_all,,,0.9169364523406723,0.7541623986527544,0.7695694117233961
nonlinear_interaction,51968,mlp_free,mlp_free,0,[],"[0, 1]",0.0,0,2,0.6895458643583353,0.00025920404656737986,False,1500,0,0.7069645584252071,0.4394749635391347,0.4665433414865983,mlp_free,,,0.7065230321666943,0.455250959218042,0.47733655201453956
nonlinear_interaction,51968,logistic_all,logistic_all,0,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",355.0,6,20,,,,,0,0.6984900949933313,0.5101916799777763,0.49191726691770304,logistic_all,,,0.6954621320379327,0.530043924373687,0.5315615883225374
nonlinear_interaction,51968,logistic_free,logistic_free,0,[],"[0, 1]",0.0,0,2,,,,,0,0.6938642498037915,0.5041669560386137,0.49434780544045054,logistic_free,,,0.6973251811267827,0.4703033038768034,0.47632776170685476
