task,seed,mask_id,selected_groups,selected_features,n_groups,n_features,cost,in_path_with_boundaries,refit_gradient_inf,val_bce,val_auroc,val_ap
synthetic_cheap_signal,51966,18,"[1, 4]","[0, 1, 5, 6, 7, 14, 15, 16]",2,8,110.0,False,4.69670621530385e-09,0.6241823771800912,0.6975131310126732,0.6390901811588736
synthetic_cheap_signal,51966,19,"[0, 1, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 14, 15, 16]",3,11,120.0,False,4.495778983712147e-09,0.43877054081159833,0.8743728033440051,0.8381101735532439
synthetic_cheap_signal,51966,20,"[2, 4]","[0, 1, 8, 9, 10, 14, 15, 16]",2,8,125.0,False,2.2132504210085695e-09,0.6836828691361567,0.5592754655540857,0.5061995043749286
synthetic_cheap_signal,51966,21,"[0, 2, 4]","[0, 1, 2, 3, 4, 8, 9, 10, 14, 15, 16]",3,11,135.0,False,1.1454818780224938e-09,0.5300932339933841,0.8051913487957041,0.7664754081463037
synthetic_cheap_signal,51966,22,"[1, 2, 4]","[0, 1, 5, 6, 7, 8, 9, 10, 14, 15, 16]",3,11,145.0,False,1.2602698864975408e-08,0.6250846294973817,0.6958693082637317,0.6355296710105075
synthetic_cheap_signal,51966,23,"[0, 1, 2, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16]",4,14,155.0,False,1.4045229104331432e-09,0.4392887342560628,0.8743336647071256,0.8383488558890676
synthetic_cheap_signal,51966,24,"[3, 4]","[0, 1, 11, 12, 13, 14, 15, 16]",2,8,150.0,False,5.160438407946554e-10,0.679642751054875,0.5699994520590836,0.5291315715259743
synthetic_cheap_signal,51966,25,"[0, 3, 4]","[0, 1, 2, 3, 4, 11, 12, 13, 14, 15, 16]",3,11,160.0,False,5.3148660282299755e-09,0.525766421131692,0.8084633388388349,0.773498115184729
synthetic_cheap_signal,51966,26,"[1, 3, 4]","[0, 1, 5, 6, 7, 11, 12, 13, 14, 15, 16]",3,11,170.0,False,2.833698371476072e-08,0.6226411670396617,0.7000493146824682,0.6411994069303555
synthetic_cheap_signal,51966,27,"[0, 1, 3, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]",4,14,180.0,False,1.1154038271691245e-09,0.4364977040816411,0.8758131051811728,0.8417561006241877
synthetic_cheap_signal,51966,28,"[2, 3, 4]","[0, 1, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,11,185.0,False,1.4970913970691827e-09,0.6819534307257971,0.5636511651572199,0.5147986269388283
synthetic_cheap_signal,51966,29,"[0, 2, 3, 4]","[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]",4,14,195.0,False,1.171304844619931e-09,0.5274638558566541,0.8066629615423754,0.7714146099861718
synthetic_cheap_signal,51966,30,"[1, 2, 3, 4]","[0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",4,14,205.0,False,2.873224350154981e-08,0.6235033476872243,0.6990473655783517,0.6386156800656736
synthetic_cheap_signal,51966,31,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",5,17,215.0,False,2.3579861458370796e-09,0.43688363807378766,0.8758052774537968,0.8414216139615737
synthetic_cheap_signal,51966,32,[5],"[0, 1, 17, 18, 19]",1,5,140.0,False,8.677797295507188e-10,0.6835870183942427,0.5545162073095318,0.5033076318018954
synthetic_cheap_signal,51966,33,"[0, 5]","[0, 1, 2, 3, 4, 17, 18, 19]",2,8,150.0,False,8.883603814735533e-10,0.5316021706220249,0.8053635587979742,0.7659234496911715
synthetic_cheap_signal,51966,34,"[1, 5]","[0, 1, 5, 6, 7, 17, 18, 19]",2,8,160.0,False,4.52548999204599e-10,0.6261654455333486,0.6945542500645787,0.6301236601888706
synthetic_cheap_signal,51966,35,"[0, 1, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 17, 18, 19]",3,11,170.0,False,1.8021031313299442e-09,0.4400353667822164,0.8743493201618775,0.8372606130085888
synthetic_cheap_signal,51966,36,"[2, 5]","[0, 1, 8, 9, 10, 17, 18, 19]",2,8,175.0,False,1.5703653825337182e-09,0.6858102979694698,0.5459213626507816,0.49399999747934153
synthetic_cheap_signal,51966,37,"[0, 2, 5]","[0, 1, 2, 3, 4, 8, 9, 10, 17, 18, 19]",3,11,185.0,False,2.769291143124732e-10,0.5334088071951409,0.8032735555886059,0.7639845173750124
synthetic_cheap_signal,51966,38,"[1, 2, 5]","[0, 1, 5, 6, 7, 8, 9, 10, 17, 18, 19]",3,11,195.0,False,2.097194777264681e-09,0.6268734615335079,0.6938810655102503,0.628889917090466
synthetic_cheap_signal,51966,39,"[0, 1, 2, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19]",4,14,205.0,False,6.839315624514934e-09,0.4404277777391079,0.8741457992501037,0.8365038560064644
synthetic_cheap_signal,51966,40,"[3, 5]","[0, 1, 11, 12, 13, 17, 18, 19]",2,8,200.0,False,1.230142943353631e-08,0.6818958261667364,0.5577412309884071,0.5128828301621171
synthetic_cheap_signal,51966,41,"[0, 3, 5]","[0, 1, 2, 3, 4, 11, 12, 13, 17, 18, 19]",3,11,210.0,False,3.853744197831096e-09,0.5293483770972668,0.8062872306283317,0.7694239486003069
