task,seed,mask_id,selected_groups,selected_features,n_groups,n_features,cost,in_path_with_boundaries,refit_gradient_inf,val_bce,val_auroc,val_ap,method,alpha,validation_objective,truth_groups,test_bce,test_auroc,test_ap
synthetic_cheap_signal,51967,3,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",2,8,30.0,True,1.0091016925463684e-09,0.3834048305777613,0.907241050232272,0.8775559596901386,enumerated_refit,0.00025,0.3909048305777613,"[0, 1]",0.4108171805893516,0.8924788803429581,0.8622441854397818
synthetic_cheap_signal,51967,3,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",2,8,30.0,True,1.0091016925463684e-09,0.3834048305777613,0.907241050232272,0.8775559596901386,group_lasso_path_refit,0.0005,0.3984048305777613,"[0, 1]",0.4108171805893516,0.8924788803429581,0.8622441854397818
synthetic_cheap_signal,51967,3,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",2,8,30.0,True,1.0091016925463684e-09,0.3834048305777613,0.907241050232272,0.8775559596901386,enumerated_refit,0.0005,0.3984048305777613,"[0, 1]",0.4108171805893516,0.8924788803429581,0.8622441854397818
synthetic_cheap_signal,51967,3,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",2,8,30.0,True,1.0091016925463684e-09,0.3834048305777613,0.907241050232272,0.8775559596901386,group_lasso_path_refit,0.001,0.41340483057776134,"[0, 1]",0.4108171805893516,0.8924788803429581,0.8622441854397818
synthetic_cheap_signal,51967,3,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",2,8,30.0,True,1.0091016925463684e-09,0.3834048305777613,0.907241050232272,0.8775559596901386,enumerated_refit,0.001,0.41340483057776134,"[0, 1]",0.4108171805893516,0.8924788803429581,0.8622441854397818
synthetic_cheap_signal,51967,3,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",2,8,30.0,True,1.0091016925463684e-09,0.3834048305777613,0.907241050232272,0.8775559596901386,group_lasso_path_refit,0.002,0.4434048305777613,"[0, 1]",0.4108171805893516,0.8924788803429581,0.8622441854397818
synthetic_cheap_signal,51967,3,"[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",2,8,30.0,True,1.0091016925463684e-09,0.3834048305777613,0.907241050232272,0.8775559596901386,enumerated_refit,0.002,0.4434048305777613,"[0, 1]",0.4108171805893516,0.8924788803429581,0.8622441854397818
synthetic_cheap_signal,51967,1,[0],"[0, 1, 2, 3, 4]",1,5,10.0,True,3.8302549442288366e-09,0.46495165015089657,0.8564803495516243,0.8297096488871905,group_lasso_path_refit,0.005,0.5149516501508966,"[0, 1]",0.5238502813826146,0.8135087000378263,0.7646170118038975
synthetic_cheap_signal,51967,1,[0],"[0, 1, 2, 3, 4]",1,5,10.0,True,3.8302549442288366e-09,0.46495165015089657,0.8564803495516243,0.8297096488871905,enumerated_refit,0.005,0.5149516501508966,"[0, 1]",0.5238502813826146,0.8135087000378263,0.7646170118038975
synthetic_cheap_signal,51967,1,[0],"[0, 1, 2, 3, 4]",1,5,10.0,True,3.8302549442288366e-09,0.46495165015089657,0.8564803495516243,0.8297096488871905,group_lasso_path_refit,0.01,0.5649516501508965,"[0, 1]",0.5238502813826146,0.8135087000378263,0.7646170118038975
synthetic_cheap_signal,51967,1,[0],"[0, 1, 2, 3, 4]",1,5,10.0,True,3.8302549442288366e-09,0.46495165015089657,0.8564803495516243,0.8297096488871905,enumerated_refit,0.01,0.5649516501508965,"[0, 1]",0.5238502813826146,0.8135087000378263,0.7646170118038975
synthetic_cheap_signal,51967,0,[],"[0, 1]",0,2,0.0,True,1.0358005963106912e-09,0.6570225922753997,0.6358337736905617,0.5364917827446829,group_lasso_path_refit,0.02,0.6570225922753997,"[0, 1]",0.6695103300841326,0.5970558567645946,0.5118097677003379
synthetic_cheap_signal,51967,0,[],"[0, 1]",0,2,0.0,True,1.0358005963106912e-09,0.6570225922753997,0.6358337736905617,0.5364917827446829,enumerated_refit,0.02,0.6570225922753997,"[0, 1]",0.6695103300841326,0.5970558567645946,0.5118097677003379
synthetic_cheap_signal,51967,0,[],"[0, 1]",0,2,0.0,True,1.0358005963106912e-09,0.6570225922753997,0.6358337736905617,0.5364917827446829,free_only,,,"[0, 1]",0.6695103300841326,0.5970558567645946,0.5118097677003379
synthetic_cheap_signal,51967,63,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",6,20,355.0,True,1.5280145496914378e-09,0.39093910282750655,0.9020829554148166,0.8730330436559643,all_checks,,,"[0, 1]",0.4137467852058429,0.8904299583911233,0.8579022554198673
synthetic_expensive_signal,51967,20,"[2, 4]","[0, 1, 8, 9, 10, 14, 15, 16]",2,8,125.0,True,1.8551963520962999e-09,0.45386066297158595,0.8632094254327407,0.8450290012060666,group_lasso_path_refit,0.0,0.45386066297158595,"[2, 4]",0.43940273992926077,0.8768884828894666,0.8389163308117612
synthetic_expensive_signal,51967,28,"[2, 3, 4]","[0, 1, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,11,185.0,False,6.260010003788607e-10,0.4535898714023127,0.8634748865934306,0.8446961098564088,enumerated_refit,0.0,0.4535898714023127,"[2, 4]",0.4401430363135436,0.8758110228843137,0.8386724039523272
synthetic_expensive_signal,51967,20,"[2, 4]","[0, 1, 8, 9, 10, 14, 15, 16]",2,8,125.0,True,1.8551963520962999e-09,0.45386066297158595,0.8632094254327407,0.8450290012060666,group_lasso_path_refit,0.00025,0.48511066297158595,"[2, 4]",0.43940273992926077,0.8768884828894666,0.8389163308117612
synthetic_expensive_signal,51967,20,"[2, 4]","[0, 1, 8, 9, 10, 14, 15, 16]",2,8,125.0,True,1.8551963520962999e-09,0.45386066297158595,0.8632094254327407,0.8450290012060666,enumerated_refit,0.00025,0.48511066297158595,"[2, 4]",0.43940273992926077,0.8768884828894666,0.8389163308117612
synthetic_expensive_signal,51967,20,"[2, 4]","[0, 1, 8, 9, 10, 14, 15, 16]",2,8,125.0,True,1.8551963520962999e-09,0.45386066297158595,0.8632094254327407,0.8450290012060666,group_lasso_path_refit,0.0005,0.516360662971586,"[2, 4]",0.43940273992926077,0.8768884828894666,0.8389163308117612
synthetic_expensive_signal,51967,20,"[2, 4]","[0, 1, 8, 9, 10, 14, 15, 16]",2,8,125.0,True,1.8551963520962999e-09,0.45386066297158595,0.8632094254327407,0.8450290012060666,enumerated_refit,0.0005,0.516360662971586,"[2, 4]",0.43940273992926077,0.8768884828894666,0.8389163308117612
synthetic_expensive_signal,51967,20,"[2, 4]","[0, 1, 8, 9, 10, 14, 15, 16]",2,8,125.0,True,1.8551963520962999e-09,0.45386066297158595,0.8632094254327407,0.8450290012060666,group_lasso_path_refit,0.001,0.578860662971586,"[2, 4]",0.43940273992926077,0.8768884828894666,0.8389163308117612
synthetic_expensive_signal,51967,20,"[2, 4]","[0, 1, 8, 9, 10, 14, 15, 16]",2,8,125.0,True,1.8551963520962999e-09,0.45386066297158595,0.8632094254327407,0.8450290012060666,enumerated_refit,0.001,0.578860662971586,"[2, 4]",0.43940273992926077,0.8768884828894666,0.8389163308117612
synthetic_expensive_signal,51967,0,[],"[0, 1]",0,2,0.0,True,5.527565874155174e-10,0.6750257328186956,0.5917207348589543,0.5401880509721797,group_lasso_path_refit,0.002,0.6750257328186956,"[2, 4]",0.6756282104994719,0.5980449566283309,0.5135654772243597
synthetic_expensive_signal,51967,0,[],"[0, 1]",0,2,0.0,True,5.527565874155174e-10,0.6750257328186956,0.5917207348589543,0.5401880509721797,enumerated_refit,0.002,0.6750257328186956,"[2, 4]",0.6756282104994719,0.5980449566283309,0.5135654772243597
synthetic_expensive_signal,51967,0,[],"[0, 1]",0,2,0.0,True,5.527565874155174e-10,0.6750257328186956,0.5917207348589543,0.5401880509721797,group_lasso_path_refit,0.005,0.6750257328186956,"[2, 4]",0.6756282104994719,0.5980449566283309,0.5135654772243597
synthetic_expensive_signal,51967,0,[],"[0, 1]",0,2,0.0,True,5.527565874155174e-10,0.6750257328186956,0.5917207348589543,0.5401880509721797,enumerated_refit,0.005,0.6750257328186956,"[2, 4]",0.6756282104994719,0.5980449566283309,0.5135654772243597
synthetic_expensive_signal,51967,0,[],"[0, 1]",0,2,0.0,True,5.527565874155174e-10,0.6750257328186956,0.5917207348589543,0.5401880509721797,group_lasso_path_refit,0.01,0.6750257328186956,"[2, 4]",0.6756282104994719,0.5980449566283309,0.5135654772243597
synthetic_expensive_signal,51967,0,[],"[0, 1]",0,2,0.0,True,5.527565874155174e-10,0.6750257328186956,0.5917207348589543,0.5401880509721797,enumerated_refit,0.01,0.6750257328186956,"[2, 4]",0.6756282104994719,0.5980449566283309,0.5135654772243597
synthetic_expensive_signal,51967,0,[],"[0, 1]",0,2,0.0,True,5.527565874155174e-10,0.6750257328186956,0.5917207348589543,0.5401880509721797,group_lasso_path_refit,0.02,0.6750257328186956,"[2, 4]",0.6756282104994719,0.5980449566283309,0.5135654772243597
synthetic_expensive_signal,51967,0,[],"[0, 1]",0,2,0.0,True,5.527565874155174e-10,0.6750257328186956,0.5917207348589543,0.5401880509721797,enumerated_refit,0.02,0.6750257328186956,"[2, 4]",0.6756282104994719,0.5980449566283309,0.5135654772243597
synthetic_expensive_signal,51967,0,[],"[0, 1]",0,2,0.0,True,5.527565874155174e-10,0.6750257328186956,0.5917207348589543,0.5401880509721797,free_only,,,"[2, 4]",0.6756282104994719,0.5980449566283309,0.5135654772243597
synthetic_expensive_signal,51967,63,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",6,20,355.0,True,3.1944305497944153e-09,0.45649933916224494,0.8597271996189851,0.8446035522122929,all_checks,,,"[2, 4]",0.4414768361274781,0.8757173307099526,0.8358574712661827
synthetic_free_signal,51967,2,[1],"[0, 1, 5, 6, 7]",1,5,20.0,True,2.795828896142123e-10,0.46001325421490485,0.8586242356210407,0.8204662195164444,group_lasso_path_refit,0.0,0.46001325421490485,[],0.46201254798141095,0.8571877134177454,0.8442655553003837
synthetic_free_signal,51967,2,[1],"[0, 1, 5, 6, 7]",1,5,20.0,True,2.795828896142123e-10,0.46001325421490485,0.8586242356210407,0.8204662195164444,enumerated_refit,0.0,0.46001325421490485,[],0.46201254798141095,0.8571877134177454,0.8442655553003837
synthetic_free_signal,51967,0,[],"[0, 1]",0,2,0.0,True,7.696383448247885e-11,0.46130719479063936,0.8576744040002827,0.8191341463578888,group_lasso_path_refit,0.00025,0.46130719479063936,[],0.46339190299515925,0.8564733772401503,0.8421983445177886
